CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20240805010315PD,10119034,8/5/2024 12:00:00 AM,P242180059,3,8/5/2024 12:00:00 AM,8/5/2024 12:00:00 AM,00:58:40,1033A,"ALARM, AUDIBLE",CAN,Canceled,[2800]-[2900] STEVENS CREEK BL ,San Jose,CA
20240409144604PD,9968203,4/9/2024 12:00:00 AM,P241000219,4,4/9/2024 12:00:00 AM,4/9/2024 12:00:00 AM,08:48:34,1058,GARBAGE COMPLAINT,R,Report taken,[2200]-[2300] QUME DR ,San Jose,CA
20241022004722PD,10218759,10/22/2024 12:00:00 AM,P242960004,3,10/22/2024 12:00:00 AM,10/22/2024 12:00:00 AM,00:10:58,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1200]-[1300] TULLY RD ,San Jose,CA
20240306215304PS,9926228,3/6/2024 12:00:00 AM,P240660860,3,3/6/2024 12:00:00 AM,3/6/2024 12:00:00 AM,19:25:23,602PC,TRESPASSING,N,No report required; dispatch record only,[3200]-[3300] CADILLAC DR ,San Jose,CA
20240723012934PD,10102195,7/23/2024 12:00:00 AM,P242050051,2,7/23/2024 12:00:00 AM,7/23/2024 12:00:00 AM,01:03:23,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[2200]-[2300] S BASCOM AV ,San Jose,CA
20240514012813PD,10011269,5/13/2024 12:00:00 AM,P241341001,3,5/13/2024 12:00:00 AM,5/13/2024 12:00:00 AM,23:48:42,518,EXTORTION,R,Report taken,[2100]-[2200] COASTLAND AV ,San Jose,CA
20241021144408PD,10218067,10/21/2024 12:00:00 AM,P242950485,3,10/21/2024 12:00:00 AM,10/21/2024 12:00:00 AM,13:15:55,602PC,TRESPASSING,H,Courtesy Service/Citizen or agency assist,[100]-[200] E SAN FERNANDO ST ,San Jose,CA
20240127185410PS,9876608,6/12/2024 12:00:00 AM,P240270590,3,1/27/2024 12:00:00 AM,1/27/2024 12:00:00 AM,18:22:11,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[1600]-[1700] CRANE CT ,San Jose,CA
20240522045840PD,10021693,5/22/2024 12:00:00 AM,P241430078,1,5/22/2024 12:00:00 AM,5/22/2024 12:00:00 AM,02:59:48,417,BRANDISHING A WEAPON,R,Report taken,[3200]-[3300] LOMA VERDE DR ,San Jose,CA
20240429182114PD,9993310,4/29/2024 12:00:00 AM,P241200716,2,4/29/2024 12:00:00 AM,4/29/2024 12:00:00 AM,17:49:36,WELCK,WELFARE CHECK,T,Turned over To (TOT),[2000]-[2100] STORY RD ,San Jose,CA
20240402234214PD,9960387,4/2/2024 12:00:00 AM,P240930787,3,4/2/2024 12:00:00 AM,4/2/2024 12:00:00 AM,18:05:00,459R,BURGLARY  REPORT  (460),R,Report taken,[3400]-[3500] MARTEN AV ,San Jose,CA
20240629220636PD,10070202,6/28/2024 12:00:00 AM,P241800949,1,6/28/2024 12:00:00 AM,6/28/2024 12:00:00 AM,23:30:17,10851,STOLEN VEHICLE,N,No report required; dispatch record only,[0]-[100] STEWART AV ,San Jose,CA
20240220082806PS,9906735,6/12/2024 12:00:00 AM,P240510189,2,2/20/2024 12:00:00 AM,2/20/2024 12:00:00 AM,8:12:28,415,DISTURBANCE,N,No report required; dispatch record only,[1400]-[1500] MONTEREY RD ,San Jose,CA
20240219034907PS,9905404,6/12/2024 12:00:00 AM,P240500094,4,2/19/2024 12:00:00 AM,2/19/2024 12:00:00 AM,2:57:52,415M,"DISTURBANCE, MUSIC",G,Gone on Arrival/unable to locate,[1300]-[1400] LAKESHORE CL ,San Jose,CA
20240522010212PD,10021482,5/21/2024 12:00:00 AM,P241420854,3,5/21/2024 12:00:00 AM,5/21/2024 12:00:00 AM,22:00:19,459R,BURGLARY  REPORT  (460),R,Report taken,[1800]-[1900] PARKVIEW GREEN CL ,San Jose,CA
20240615170502PD,10052925,6/15/2024 12:00:00 AM,P241670516,3,6/15/2024 12:00:00 AM,6/15/2024 12:00:00 AM,14:27:55,FNDPRP,FOUND PROPERTY,R,Report taken,RUBY AV & NORWOOD AV,San Jose,CA
20240925092858PD,10184197,9/25/2024 12:00:00 AM,P242690188,2,9/25/2024 12:00:00 AM,9/25/2024 12:00:00 AM,07:54:07,SUSCIR,SUSPICIOUS CIRCUMSTANCES,R,Report taken,[1100]-[1200] S 2ND ST ,San Jose,CA
20240712080624PD,10088066,7/12/2024 12:00:00 AM,P241940218,5,7/12/2024 12:00:00 AM,7/12/2024 12:00:00 AM,08:02:30,22500,PARKING VIOLATION,E,"Traffic Citation Issued, Non-Hazardous Violation",[400]-[500] S WILLARD AV ,San Jose,CA
20240614011028PD,10051070,6/14/2024 12:00:00 AM,P241660040,4,6/14/2024 12:00:00 AM,6/14/2024 12:00:00 AM,01:05:25,415FC,"DISTURBANCE, FIRECRACKERS",CAN,Canceled,[3500]-[3500] ZANKER RD ,San Jose,CA
20240601065144PD,10034629,6/1/2024 12:00:00 AM,P241530198,6,6/1/2024 12:00:00 AM,6/1/2024 12:00:00 AM,06:48:41,1195,VEHICLE STOP,N,No report required; dispatch record only,MONTEREY RD & PHELAN AV,San Jose,CA
20240308022146PS,9927803,3/8/2024 12:00:00 AM,P240680057,3,3/8/2024 12:00:00 AM,3/8/2024 12:00:00 AM,01:39:33,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,MERRILL DR & CAMDEN AV,San Jose,CA
20240604010603PD,10038306,6/4/2024 12:00:00 AM,P241560019,2,6/4/2024 12:00:00 AM,6/4/2024 12:00:00 AM,00:29:25,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[100]-[200] AVENIDA ESPANA ,San Jose,CA
20240307165228PS,9927256,3/7/2024 12:00:00 AM,P240670661,3,3/7/2024 12:00:00 AM,3/7/2024 12:00:00 AM,15:36:42,20002,MISDEMEANOR HIT AND RUN,CAN,Canceled,[1200]-[1300] FOXDALE LP ,San Jose,CA
20240109052917PS,9854145,1/9/2024 12:00:00 AM,P240090052,3,1/9/2024 12:00:00 AM,1/9/2024 12:00:00 AM,02:12:07,415,DISTURBANCE,CAN,Canceled,[800]-[900] BEAVER CREEK WY ,San Jose,CA
20240518172039PD,10017270,5/18/2024 12:00:00 AM,P241390551,3,5/18/2024 12:00:00 AM,5/18/2024 12:00:00 AM,15:20:12,20002,MISDEMEANOR HIT AND RUN,G,Gone on Arrival/unable to locate,[2100]-[2200] MONTEREY RD ,San Jose,CA
20240823092345PD,10141943,8/23/2024 12:00:00 AM,P242360234,3,8/23/2024 12:00:00 AM,8/23/2024 12:00:00 AM,09:01:55,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[400]-[500] BLOSSOM HILL RD ,San Jose,CA
20241005225817PD,10198222,10/5/2024 12:00:00 AM,P242790960,4,10/5/2024 12:00:00 AM,10/5/2024 12:00:00 AM,22:51:32,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[2600]-[2700] GUMDROP DR ,San Jose,CA
20240819011721PD,10136341,8/18/2024 12:00:00 AM,P242310878,2,8/18/2024 12:00:00 AM,8/18/2024 12:00:00 AM,21:05:25,415F,"DISTURBANCE, FAMILY",R,Report taken,[4900]-[5000] CHERRY AV ,San Jose,CA
20240720172249PD,10099071,7/21/2024 12:00:00 AM,P242020621,2,7/20/2024 12:00:00 AM,7/20/2024 12:00:00 AM,17:01:52,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[0]-[100] S 13TH ST ,San Jose,CA
20240528153423PD,10029674,5/28/2024 12:00:00 AM,P241490447,4,5/28/2024 12:00:00 AM,5/28/2024 12:00:00 AM,13:04:54,1062,MEET THE CITIZEN,O,Supplemental report taken,[2000]-[2100] E SAN ANTONIO ST ,San Jose,CA
20240811073222PD,10126544,8/10/2024 12:00:00 AM,P242231011,4,8/10/2024 12:00:00 AM,8/10/2024 12:00:00 AM,23:55:53,1062,MEET THE CITIZEN,CAN,Canceled,[0]-[100] VISTA MONTANA ,San Jose,CA
20240129172550PS,9878954,6/12/2024 12:00:00 AM,P240290627,2,1/29/2024 12:00:00 AM,1/29/2024 12:00:00 AM,16:51:02,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[1500]-[1600] CREEK DR ,San Jose,CA
20240407142451PD,9966144,4/7/2024 12:00:00 AM,P240980454,2,4/7/2024 12:00:00 AM,4/7/2024 12:00:00 AM,13:54:25,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[1000]-[1100] HEDGECROFT PL ,San Jose,CA
20241026073128PD,10224077,10/26/2024 12:00:00 AM,P243000200,2,10/26/2024 12:00:00 AM,10/26/2024 12:00:00 AM,07:03:04,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[2800]-[2900] SENTER RD ,San Jose,CA
20240205150137PS,9888348,6/12/2024 12:00:00 AM,P240360536,2,2/5/2024 12:00:00 AM,2/5/2024 12:00:00 AM,14:31:22,1067X,FEMALE CALLING FOR HELP,DUPNCAN,No Disposition,MENARD DR & MONTEREY RD,San Jose,CA
20240331212744PD,9957972,3/31/2024 12:00:00 AM,P240910692,2,3/31/2024 12:00:00 AM,3/31/2024 12:00:00 AM,20:53:09,415F,"DISTURBANCE, FAMILY",CAN,Canceled,[300]-[400] E ST JAMES ST ,San Jose,CA
20240621211513PD,10060964,6/21/2024 12:00:00 AM,P241730831,2,6/21/2024 12:00:00 AM,6/21/2024 12:00:00 AM,20:22:42,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[0]-[100] PIERCE AV ,San Jose,CA
20240109204003PS,9855043,1/9/2024 12:00:00 AM,P240090725,3,1/9/2024 12:00:00 AM,1/9/2024 12:00:00 AM,20:00:19,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[1600]-[1600] SARATOGA AV ,San Jose,CA
20240802102519PD,10115496,8/2/2024 12:00:00 AM,P242150263,5,8/2/2024 12:00:00 AM,8/2/2024 12:00:00 AM,09:55:31,22500,PARKING VIOLATION,R,Report taken,[400]-[500] PARK AV ,San Jose,CA
20240709100923PD,10084178,7/9/2024 12:00:00 AM,P241910245,2,7/9/2024 12:00:00 AM,7/9/2024 12:00:00 AM,09:55:58,WELCKEMS,WELFARE CHECK (COMBINED EVENT),CAN,Canceled,[3700]-[3800] WILLIAMS RD ,San Jose,CA
20240301171940PS,9919893,3/1/2024 12:00:00 AM,P240610605,2,3/1/2024 12:00:00 AM,3/1/2024 12:00:00 AM,17:18:04,911UNK,UNK TYPE 911 CALL,CAN,Canceled,[7600]-[7700] FALKIRK DR ,San Jose,CA
20240913011612PD,10168914,9/13/2024 12:00:00 AM,P242570016,2,9/13/2024 12:00:00 AM,9/13/2024 12:00:00 AM,00:25:21,242,BATTERY,N,No report required; dispatch record only,[1900]-[2000] PRINCE GEORGE DR ,San Jose,CA
20240213100203PS,9898211,6/12/2024 12:00:00 AM,P240440199,4,2/13/2024 12:00:00 AM,2/13/2024 12:00:00 AM,8:04:27,22500,PARKING VIOLATION,R,Report taken,[500]-[600] DOWNSGLEN WY ,San Jose,CA
20241031172505PD,10230952,10/31/2024 12:00:00 AM,P243050643,2,10/31/2024 12:00:00 AM,10/31/2024 12:00:00 AM,16:54:55,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[200]-[200] LEWIS RD ,San Jose,CA
20241007213955PD,10200636,10/7/2024 12:00:00 AM,P242810775,5,10/7/2024 12:00:00 AM,10/7/2024 12:00:00 AM,17:16:40,904,FIRE (SPECIFY TYPE),H,Courtesy Service/Citizen or agency assist,MESA DR & GALLUP DR,San Jose,CA
20240415181748PD,9975809,4/15/2024 12:00:00 AM,P241060651,2,4/15/2024 12:00:00 AM,4/15/2024 12:00:00 AM,17:11:31,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[3600]-[3700] COPPERFIELD DR ,San Jose,CA
20240928174621PD,10188743,9/28/2024 12:00:00 AM,P242720619,2,9/28/2024 12:00:00 AM,9/28/2024 12:00:00 AM,17:35:07,FDAID,FIRE DEPARTMENT REQUEST FOR PD,CAN,Canceled,[2000]-[2100] GATEWAY PL ,San Jose,CA
20240217162051PS,9903768,6/12/2024 12:00:00 AM,P240480517,3,2/17/2024 12:00:00 AM,2/17/2024 12:00:00 AM,16:18:52,1033A,"ALARM, AUDIBLE",CAN,Canceled,[900]-[1000] MCBRIDE LP ,San Jose,CA
20240731005343PD,10112302,7/30/2024 12:00:00 AM,P242120833,3,7/30/2024 12:00:00 AM,7/30/2024 12:00:00 AM,19:28:56,602PC,TRESPASSING,N,No report required; dispatch record only,[2000]-[2100] EVELYN AV ,San Jose,CA
20241007162927PD,10200480,10/7/2024 12:00:00 AM,P242810655,5,10/7/2024 12:00:00 AM,10/7/2024 12:00:00 AM,15:25:26,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",H,Courtesy Service/Citizen or agency assist,E SANTA CLARA ST & N 2ND ST,San Jose,CA
20240112012629PS,9857554,1/12/2024 12:00:00 AM,P240120019,2,1/12/2024 12:00:00 AM,1/12/2024 12:00:00 AM,00:31:24,911UNK,UNK TYPE 911 CALL,N,No report required; dispatch record only,[200]-[300] MUIRFIELD DR ,San Jose,CA
20240305123844PS,9924214,3/5/2024 12:00:00 AM,P240650237,3,3/5/2024 12:00:00 AM,3/5/2024 12:00:00 AM,08:53:59,459R,BURGLARY  REPORT  (460),R,Report taken,[100]-[200] PATTERSON ST ,San Jose,CA
20240614145031PD,10051565,6/14/2024 12:00:00 AM,P241660413,3,6/14/2024 12:00:00 AM,6/14/2024 12:00:00 AM,13:32:37,10851,STOLEN VEHICLE,N,No report required; dispatch record only,[2100]-[2200] MONTEREY RD ,San Jose,CA
20240629002459PD,10070234,6/28/2024 12:00:00 AM,P241800975,5,6/28/2024 12:00:00 AM,6/28/2024 12:00:00 AM,23:58:53,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,ALMADEN EX & CHERRY AV,San Jose,CA
20240119201140PS,9867109,1/19/2024 12:00:00 AM,P240190756,2,1/19/2024 12:00:00 AM,1/19/2024 12:00:00 AM,19:21:48,1066X,SUSPICIOUS FEMALE,N,No report required; dispatch record only,[400]-[500] N CAPITOL AV ,San Jose,CA
20240612235955PD,10049738,6/12/2024 12:00:00 AM,P241641033,5,6/12/2024 12:00:00 AM,6/12/2024 12:00:00 AM,23:52:39,10851R,RECOVERED STOLEN VEHICLE,N,No report required; dispatch record only,MCLAUGHLIN AV & STORY RD,San Jose,CA
20240229150302PS,9918595,2/29/2024 12:00:00 AM,P240600585,3,2/29/2024 12:00:00 AM,2/29/2024 12:00:00 AM,14:58:06,415,DISTURBANCE,CAN,Canceled,MINNESOTA AV & LINCOLN AV,San Jose,CA
20240617064646PD,10055056,6/17/2024 12:00:00 AM,P241690151,2,6/17/2024 12:00:00 AM,6/17/2024 12:00:00 AM,06:35:00,1070,PROWLER,CAN,Canceled,[2500]-[2600] ABORN RD ,San Jose,CA
20240411144208PD,9970909,4/11/2024 12:00:00 AM,P241020411,3,4/11/2024 12:00:00 AM,4/11/2024 12:00:00 AM,13:05:04,20002,MISDEMEANOR HIT AND RUN,R,Report taken,[0]-[100] RIVER ASH CT ,San Jose,CA
20240807010406PD,10121282,8/6/2024 12:00:00 AM,P242190793,3,8/6/2024 12:00:00 AM,8/6/2024 12:00:00 AM,19:31:09,484,THEFT,R,Report taken,[2700]-[2800] TWIN OAKS LN ,San Jose,CA
20240122223109PS,9870756,1/22/2024 12:00:00 AM,P240220910,3,1/22/2024 12:00:00 AM,1/22/2024 12:00:00 AM,22:18:48,AID,PUBLIC SAFETY ASSISTANCE,H,Courtesy Service/Citizen or agency assist,,San Jose,CA
20241031051452PD,10230254,10/31/2024 12:00:00 AM,P243050119,5,10/31/2024 12:00:00 AM,10/31/2024 12:00:00 AM,04:50:54,484,THEFT,N,No report required; dispatch record only,[2000]-[2100] AIRPORT BL ,San Jose,CA
20240511154241PD,10008151,5/11/2024 12:00:00 AM,P241320519,3,5/11/2024 12:00:00 AM,5/11/2024 12:00:00 AM,14:53:33,WELCK,WELFARE CHECK,CAN,Canceled,BRANHAM LN & MERIDIAN AV,San Jose,CA
20240927230305PD,10187841,9/27/2024 12:00:00 AM,P242710997,3,9/27/2024 12:00:00 AM,9/27/2024 12:00:00 AM,22:49:17,SUSCIR,SUSPICIOUS CIRCUMSTANCES,CAN,Canceled,[3200]-[3300] TRELLIS PL ,San Jose,CA
20240331044449PD,9957261,3/31/2024 12:00:00 AM,P240910168,2,3/31/2024 12:00:00 AM,3/31/2024 12:00:00 AM,04:04:58,WELCK,WELFARE CHECK,DUPNCAN,No Disposition,[2100]-[2200] FOREST AV ,San Jose,CA
20240405161556PD,9963667,4/5/2024 12:00:00 AM,P240960366,3,4/5/2024 12:00:00 AM,4/5/2024 12:00:00 AM,13:31:25,602PC,TRESPASSING,N,No report required; dispatch record only,[0]-[100] S 21ST ST ,San Jose,CA
20240602171302PD,10036387,6/2/2024 12:00:00 AM,P241540565,3,6/2/2024 12:00:00 AM,6/2/2024 12:00:00 AM,16:08:08,415,DISTURBANCE,N,No report required; dispatch record only,[200]-[300] N KING RD ,San Jose,CA
20240908184641PD,10163262,9/8/2024 12:00:00 AM,P242520637,2,9/8/2024 12:00:00 AM,9/8/2024 12:00:00 AM,16:19:06,6F,FELONY WANT,A,Arrest Made,ENDICOTT BL & GREAT OAKS PY,San Jose,CA
20241101123146PD,10231972,11/1/2024 12:00:00 AM,P243060408,2,11/1/2024 12:00:00 AM,11/1/2024 12:00:00 AM,12:27:23,WELCK,WELFARE CHECK,CAN,Canceled,RIVERRUN DR & N CAPITOL AV,San Jose,CA
20240831171410PD,10152724,8/31/2024 12:00:00 AM,P242440614,3,8/31/2024 12:00:00 AM,8/31/2024 12:00:00 AM,16:50:00,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",CAN,Canceled,WASHINGTON ST & N 21ST ST,San Jose,CA
20241027145920PD,10225687,10/27/2024 12:00:00 AM,P243010459,1,10/27/2024 12:00:00 AM,10/27/2024 12:00:00 AM,12:22:45,211SA,STRONG ARM ROBBERY,N,No report required; dispatch record only,[3600]-[3700] COUR DU VIN ,San Jose,CA
20240515121314PD,10013135,5/15/2024 12:00:00 AM,P241360417,3,5/15/2024 12:00:00 AM,5/15/2024 12:00:00 AM,11:45:54,1033A,"ALARM, AUDIBLE",CAN,Canceled,[3100]-[3200] CAYMAN PL ,San Jose,CA
20240701093755PD,10073115,7/1/2024 12:00:00 AM,P241830289,6,7/1/2024 12:00:00 AM,7/1/2024 12:00:00 AM,09:29:05,1195,VEHICLE STOP,N,No report required; dispatch record only,ALUM ROCK AV & JOSE FIGUERES AV,San Jose,CA
20241027124211PD,10225600,10/27/2024 12:00:00 AM,P243010392,3,10/27/2024 12:00:00 AM,10/27/2024 12:00:00 AM,10:45:09,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[300]-[400] GREY GHOST AV ,San Jose,CA
20240121030642PS,9868639,1/21/2024 12:00:00 AM,P240210121,4,1/21/2024 12:00:00 AM,1/21/2024 12:00:00 AM,02:23:50,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[1500]-[1600] SANBORN AV ,San Jose,CA
20240526004248PD,10026751,5/25/2024 12:00:00 AM,P241461019,4,5/25/2024 12:00:00 AM,5/25/2024 12:00:00 AM,23:43:46,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[5000]-[5100] EL ROBLE CT ,San Jose,CA
20240408233644PD,9967886,4/8/2024 12:00:00 AM,P240990922,2,4/8/2024 12:00:00 AM,4/8/2024 12:00:00 AM,23:12:24,WELCKEMS,WELFARE CHECK (COMBINED EVENT),CAN,Canceled,[2000]-[2100] LOS GATOS-ALMADEN RD ,San Jose,CA
20240816193817PD,10133440,8/16/2024 12:00:00 AM,P242290573,2,8/16/2024 12:00:00 AM,8/16/2024 12:00:00 AM,16:21:21,1055,CORONERS CASE,O,Supplemental report taken,[2600]-[2700] RAMSDELL PL ,San Jose,CA
20240523203515PD,10023834,5/23/2024 12:00:00 AM,P241440746,2,5/23/2024 12:00:00 AM,5/23/2024 12:00:00 AM,18:06:35,273.5EMS,DOMESTIC VIOLENCE  (COMBINED EVENT),R,Report taken,[1900]-[2000] ALMADEN RD ,San Jose,CA
20240729184540PD,10110791,7/29/2024 12:00:00 AM,P242110646,2,7/29/2024 12:00:00 AM,7/29/2024 12:00:00 AM,16:46:29,12020G,"ILLEGAL WEAPONS, GANG RELATED",A,Arrest Made,E CAPITOL EX & SENTER RD,San Jose,CA
20240220171513PS,9907373,6/12/2024 12:00:00 AM,P240510677,6,2/20/2024 12:00:00 AM,2/20/2024 12:00:00 AM,17:09:58,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",TULLY RD & QUIMBY RD,San Jose,CA
20240927021441PD,10186506,9/26/2024 12:00:00 AM,P242700938,4,9/26/2024 12:00:00 AM,9/26/2024 12:00:00 AM,23:34:04,415,DISTURBANCE,CAN,Canceled,[2200]-[2300] ANGIE AV ,San Jose,CA
20240208114623PS,9891884,6/12/2024 12:00:00 AM,P240390300,5,2/8/2024 12:00:00 AM,2/8/2024 12:00:00 AM,10:25:01,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,,San Jose,CA
20240608193524PD,10044317,6/8/2024 12:00:00 AM,P241600684,2,6/8/2024 12:00:00 AM,6/8/2024 12:00:00 AM,18:58:58,415A,"DISTURBANCE, FIGHT",N,No report required; dispatch record only,[900]-[1000] CABERNET VINEYARDS CT ,San Jose,CA
20240225011540PS,9912852,2/27/2024 12:00:00 AM,P240560058,6,2/25/2024 12:00:00 AM,2/25/2024 12:00:00 AM,01:04:42,1195,VEHICLE STOP,N,No report required; dispatch record only,STORY RD & S SUNSET AV,San Jose,CA
20240601172142PD,10035174,6/1/2024 12:00:00 AM,P241530600,2,6/1/2024 12:00:00 AM,6/1/2024 12:00:00 AM,17:10:50,415UNK,"DISTURBANCE, UNKNOWN",N,No report required; dispatch record only,[200]-[300] S WHITE RD ,San Jose,CA
20240711100845PD,10086781,7/11/2024 12:00:00 AM,P241930304,6,7/11/2024 12:00:00 AM,7/11/2024 12:00:00 AM,09:51:23,1195,VEHICLE STOP,N,No report required; dispatch record only,S WHITE RD & QUIMBY RD,San Jose,CA
20240716004943PD,10093098,7/15/2024 12:00:00 AM,P241971047,5,7/15/2024 12:00:00 AM,7/15/2024 12:00:00 AM,23:14:27,647B,SOLICITING FOR PROSTITUTION,O,Supplemental report taken,S 1ST ST & FLOYD ST,San Jose,CA
20240831144645PD,10152508,8/31/2024 12:00:00 AM,P242440449,3,8/31/2024 12:00:00 AM,8/31/2024 12:00:00 AM,13:27:39,484,THEFT,R,Report taken,[2200]-[2300] TULLY RD ,San Jose,CA
20240519213841PD,10018605,5/19/2024 12:00:00 AM,P241400554,3,5/19/2024 12:00:00 AM,5/19/2024 12:00:00 AM,16:22:43,1065,MISSING PERSON,R,Report taken,[3900]-[4000] SEVEN TREES BL ,San Jose,CA
20240227164031PS,9915672,2/27/2024 12:00:00 AM,P240580260,3,2/27/2024 12:00:00 AM,2/27/2024 12:00:00 AM,09:42:32,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[2400]-[2500] VAN WINKLE LN ,San Jose,CA
20240401004127PD,9957963,3/31/2024 12:00:00 AM,P240910685,3,3/31/2024 12:00:00 AM,3/31/2024 12:00:00 AM,20:43:12,415,DISTURBANCE,N,No report required; dispatch record only,[100]-[200] PUERTO GOLFITO CT ,San Jose,CA
20240807211858PD,10122648,8/7/2024 12:00:00 AM,P242200820,3,8/7/2024 12:00:00 AM,8/7/2024 12:00:00 AM,20:06:46,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[1000]-[1100] LINCOLN AV ,San Jose,CA
20240220001252PS,9906373,6/12/2024 12:00:00 AM,P240500843,2,2/19/2024 12:00:00 AM,2/19/2024 12:00:00 AM,22:01:09,415,DISTURBANCE,H,Courtesy Service/Citizen or agency assist,[100]-[200] SIERRA MESA DR ,San Jose,CA
20240512013928PD,10008902,5/12/2024 12:00:00 AM,P241330094,3,5/12/2024 12:00:00 AM,5/12/2024 12:00:00 AM,01:35:44,1066,SUSPICIOUS PERSON,CAN,Canceled,[6700]-[6800] MOSELLE DR ,San Jose,CA
20240229012125PS,9917770,2/28/2024 12:00:00 AM,P240590941,2,2/28/2024 12:00:00 AM,2/28/2024 12:00:00 AM,22:33:03,415,DISTURBANCE,B,Arrest by Warrant,[2100]-[2200] FOREST AV ,San Jose,CA
20241102045434PD,10232961,11/2/2024 12:00:00 AM,P243070149,3,11/2/2024 12:00:00 AM,11/2/2024 12:00:00 AM,04:42:19,415,DISTURBANCE,CAN,Canceled,SARATOGA AV & CAMPBELL AV,San Jose,CA
20240330221633PD,9956919,3/30/2024 12:00:00 AM,P240900856,6,3/30/2024 12:00:00 AM,3/30/2024 12:00:00 AM,22:09:11,1195,VEHICLE STOP,N,No report required; dispatch record only,S SAN PEDRO ST & POST ST,San Jose,CA
20240824000326PD,10142831,8/23/2024 12:00:00 AM,P242360963,3,8/23/2024 12:00:00 AM,8/23/2024 12:00:00 AM,23:20:40,415,DISTURBANCE,N,No report required; dispatch record only,MARGARET ST & S 11TH ST,San Jose,CA
20240903225711PD,10157049,9/3/2024 12:00:00 AM,P242470975,6,9/3/2024 12:00:00 AM,9/3/2024 12:00:00 AM,22:48:11,1195,VEHICLE STOP,N,No report required; dispatch record only,EVERGREEN VILLAGE SQ & RUBY AV,San Jose,CA
20240721212830PD,10100563,7/21/2024 12:00:00 AM,P242030743,3,7/21/2024 12:00:00 AM,7/21/2024 12:00:00 AM,20:04:03,518,EXTORTION,N,No report required; dispatch record only,[3200]-[3300] PEARLTONE DR ,San Jose,CA
20240513095937PD,10010362,5/13/2024 12:00:00 AM,P241340279,2,5/13/2024 12:00:00 AM,5/13/2024 12:00:00 AM,09:25:58,911UNK,UNK TYPE 911 CALL,N,No report required; dispatch record only,[2400]-[2500] FOREST AV ,San Jose,CA
20241019214308PD,10215983,10/19/2024 12:00:00 AM,P242930784,1,10/19/2024 12:00:00 AM,10/19/2024 12:00:00 AM,21:41:37,1033A,"ALARM, AUDIBLE",CAN,Canceled,[3400]-[3500] GROSSMONT DR ,San Jose,CA
20240601172951PD,10035185,6/1/2024 12:00:00 AM,P241530609,6,6/1/2024 12:00:00 AM,6/1/2024 12:00:00 AM,17:22:10,1195,VEHICLE STOP,N,No report required; dispatch record only,S WHITE RD & EAST HILLS DR,San Jose,CA
20240712160952PD,10088436,7/12/2024 12:00:00 AM,P241940494,2,7/12/2024 12:00:00 AM,7/12/2024 12:00:00 AM,13:39:33,422,CRIMINAL THREATS,R,Report taken,[900]-[1000] BLOSSOM HILL RD ,San Jose,CA
20240814181942PD,10130899,8/14/2024 12:00:00 AM,P242270511,3,8/14/2024 12:00:00 AM,8/14/2024 12:00:00 AM,15:16:58,487,GRAND THEFT,R,Report taken,[1600]-[1700] SARATOGA AV ,San Jose,CA
20240204162231PS,9886552,6/12/2024 12:00:00 AM,P240350680,3,2/4/2024 12:00:00 AM,2/4/2024 12:00:00 AM,15:04:34,10851,STOLEN VEHICLE,R,Report taken,[1800]-[1900] WINDING CREEK CT ,San Jose,CA
20240713212354PD,10090260,7/13/2024 12:00:00 AM,P241950817,4,7/13/2024 12:00:00 AM,7/13/2024 12:00:00 AM,20:31:00,22500,PARKING VIOLATION,N,No report required; dispatch record only,[1800]-[1900] STOWE AV ,San Jose,CA
