CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20220325022703PD,9017569,3/25/2022 12:00:00 AM,P220840065,3,3/25/2022 12:00:00 AM,3/25/2022 12:00:00 AM,02:14:08,1066,SUSPICIOUS PERSON,CAN,Canceled,[1200]-[1300] LINCOLN AV ,San Jose,CA
20220103101924PS,8915747,1/3/2022 12:00:00 AM,P220030271,4,1/3/2022 12:00:00 AM,1/3/2022 12:00:00 AM,09:23:25,4000A,EXPIRED REGISTRATION,N,No report required; dispatch record only,N BAYSHORE W & N 17TH ST,San Jose,CA
20220614213846PD,9123529,6/14/2022 12:00:00 AM,P221650948,3,6/14/2022 12:00:00 AM,6/14/2022 12:00:00 AM,21:35:06,415,DISTURBANCE,CAN,Canceled,[3100]-[3200] FLORENCE CT ,San Jose,CA
20220807235241PD,9195555,8/7/2022 12:00:00 AM,P222191041,4,8/7/2022 12:00:00 AM,8/7/2022 12:00:00 AM,23:50:18,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[2200]-[2300] FLINT AV ,San Jose,CA
20220520082251PD,9088098,5/20/2022 12:00:00 AM,P221400153,3,5/20/2022 12:00:00 AM,5/20/2022 12:00:00 AM,06:32:53,1033A,"ALARM, AUDIBLE",U,Unfounded event,[2800]-[2900] STORY RD ,San Jose,CA
20220909121216PD,9239666,9/9/2022 12:00:00 AM,P222520402,1,9/9/2022 12:00:00 AM,9/9/2022 12:00:00 AM,11:33:54,415AEMS,"DISTURBANCE, FIGHT (COMBINED EVENT)",GD,No Disposition,[1000]-[1100] E CAPITOL EX ,San Jose,CA
20220203174008PS,8954459,2/3/2022 12:00:00 AM,P220340763,4,2/3/2022 12:00:00 AM,2/3/2022 12:00:00 AM,17:14:26,10851R,RECOVERED STOLEN VEHICLE,CAN,Canceled,WILLOW ST & CLARK ST,San Jose,CA
20221130115645PS,9344622,11/30/2022 12:00:00 AM,P223340260,3,11/30/2022 12:00:00 AM,11/30/2022 12:00:00 AM,10:02:59,SUSCIR,SUSPICIOUS CIRCUMSTANCES,O,Supplemental report taken,[2100]-[2200] ALUM ROCK AV ,San Jose,CA
20220323170421PD,9015721,3/23/2022 12:00:00 AM,P220820748,6,3/23/2022 12:00:00 AM,3/23/2022 12:00:00 AM,16:56:42,1195,VEHICLE STOP,N,No report required; dispatch record only,OCALA AV & S WHITE RD,San Jose,CA
20220423164719PD,9054053,4/23/2022 12:00:00 AM,P221130524,3,4/23/2022 12:00:00 AM,4/23/2022 12:00:00 AM,16:02:28,1033S,"ALARM, SILENT",CAN,Canceled,[5200]-[5300] EILEEN DR ,San Jose,CA
20221024225943PD,9299519,10/24/2022 12:00:00 AM,P222970947,6,10/24/2022 12:00:00 AM,10/24/2022 12:00:00 AM,22:49:53,1195,VEHICLE STOP,N,No report required; dispatch record only,W SAN CARLOS ST & RACE ST,San Jose,CA
20220724231020PD,9176994,7/27/2022 12:00:00 AM,P222050885,4,7/24/2022 12:00:00 AM,7/24/2022 12:00:00 AM,21:58:53,415M,"DISTURBANCE, MUSIC",N,No report required; dispatch record only,[1000]-[1100] ALMADEN AV ,San Jose,CA
20220914184136PD,9246818,9/14/2022 12:00:00 AM,P222570620,3,9/14/2022 12:00:00 AM,9/14/2022 12:00:00 AM,16:11:05,10851,STOLEN VEHICLE,R,Report taken,[600]-[600] S BASCOM AV ,San Jose,CA
20220614072455PD,9122486,6/14/2022 12:00:00 AM,P221650185,6,6/14/2022 12:00:00 AM,6/14/2022 12:00:00 AM,07:13:13,1195,VEHICLE STOP,E,"Traffic Citation Issued, Non-Hazardous Violation",CURTNER AV & COMMUNICATIONS HILL BL,San Jose,CA
20220426101958PD,9057252,4/26/2022 12:00:00 AM,P221160217,2,4/26/2022 12:00:00 AM,4/26/2022 12:00:00 AM,09:52:18,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[1800]-[1900] HILLSDALE AV ,San Jose,CA
20220823015512PD,9215894,8/23/2022 12:00:00 AM,P222350048,2,8/23/2022 12:00:00 AM,8/23/2022 12:00:00 AM,01:17:40,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,SHADOWGRAPH DR & SHADOW RUN DR,San Jose,CA
20220603231507PD,9108357,6/3/2022 12:00:00 AM,P221540886,3,6/3/2022 12:00:00 AM,6/3/2022 12:00:00 AM,20:07:46,SUSCIR,SUSPICIOUS CIRCUMSTANCES,CAN,Canceled,[2600]-[2700] WHISPERING HILLS CL ,San Jose,CA
20221213091041PS,9360693,12/13/2022 12:00:00 AM,P223470238,2,12/13/2022 12:00:00 AM,12/13/2022 12:00:00 AM,09:01:01,1033A,"ALARM, AUDIBLE",CAN,Canceled,[3100]-[3200] WILLIAMS RD ,San Jose,CA
20221204143541PS,9349675,12/4/2022 12:00:00 AM,P223380390,3,12/4/2022 12:00:00 AM,12/4/2022 12:00:00 AM,13:08:55,1033A,"ALARM, AUDIBLE",U,Unfounded event,[2700]-[2800] STORY RD ,San Jose,CA
20220405151649PD,9031844,4/5/2022 12:00:00 AM,P220950403,5,4/5/2022 12:00:00 AM,4/5/2022 12:00:00 AM,12:10:37,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,Not a valid geographical location in CAD.,San Jose,CA
20220218182617PS,8974031,2/18/2022 12:00:00 AM,P220490792,6,2/18/2022 12:00:00 AM,2/18/2022 12:00:00 AM,18:09:17,1195X,VEHICLE STOP ON FEMALE,E,"Traffic Citation Issued, Non-Hazardous Violation",ALMADEN EX & BLOSSOM HILL RD,San Jose,CA
20221024050530PD,9298494,10/24/2022 12:00:00 AM,P222970154,3,10/24/2022 12:00:00 AM,10/24/2022 12:00:00 AM,03:54:27,10852,TAMPERING WITH A VEHICLE,R,Report taken,[100]-[200] DESCANSO DR ,San Jose,CA
20220430072044PD,9062118,4/30/2022 12:00:00 AM,P221200133,2,4/30/2022 12:00:00 AM,4/30/2022 12:00:00 AM,04:46:42,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[500]-[600] E JULIAN ST ,San Jose,CA
20221010172850PD,9281130,10/10/2022 12:00:00 AM,P222830665,3,10/10/2022 12:00:00 AM,10/10/2022 12:00:00 AM,16:44:46,415,DISTURBANCE,CAN,Canceled,S 4TH ST & E SAN FERNANDO ST,San Jose,CA
20221117130634PS,9328957,11/17/2022 12:00:00 AM,P223210298,3,11/17/2022 12:00:00 AM,11/17/2022 12:00:00 AM,10:24:21,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[500]-[600] N 1ST ST ,San Jose,CA
20221111003938PS,9321242,11/10/2022 12:00:00 AM,P223141017,3,11/10/2022 12:00:00 AM,11/10/2022 12:00:00 AM,23:54:30,602PC,TRESPASSING,N,No report required; dispatch record only,[700]-[800] CURTNER AV ,San Jose,CA
20220406234957PD,9033926,4/6/2022 12:00:00 AM,P220961050,6,4/6/2022 12:00:00 AM,4/6/2022 12:00:00 AM,23:42:08,1195,VEHICLE STOP,N,No report required; dispatch record only,STORY RD & S WHITE RD,San Jose,CA
20220725172925PD,9177754,7/27/2022 12:00:00 AM,P222060466,1,7/25/2022 12:00:00 AM,7/25/2022 12:00:00 AM,12:50:23,459,BURGLARY (460),R,Report taken,[3000]-[3100] OLIN AV ,San Jose,CA
20220608211702PD,9115296,6/8/2022 12:00:00 AM,P221590955,2,6/8/2022 12:00:00 AM,6/8/2022 12:00:00 AM,21:13:36,WELCK,WELFARE CHECK,CAN,Canceled,[0]-[100] DEER RUN CL ,San Jose,CA
20220805174744PD,9192354,8/5/2022 12:00:00 AM,P222170624,2,8/5/2022 12:00:00 AM,8/5/2022 12:00:00 AM,16:44:19,WELCKEMS,WELFARE CHECK (COMBINED EVENT),N,No report required; dispatch record only,[1000]-[1100] S 2ND ST ,San Jose,CA
20221206012508PS,9351654,12/6/2022 12:00:00 AM,P223400020,3,12/6/2022 12:00:00 AM,12/6/2022 12:00:00 AM,00:25:00,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,PARK AV & CLEAVES AV,San Jose,CA
20220127190611PS,8945648,1/29/2022 12:00:00 AM,P220270783,2,1/27/2022 12:00:00 AM,1/27/2022 12:00:00 AM,18:40:44,WELCK,WELFARE CHECK,CAN,Canceled,[4400]-[4500] SAN FELIPE RD ,San Jose,CA
20220115085634PS,8930213,1/15/2022 12:00:00 AM,P220150199,2,1/15/2022 12:00:00 AM,1/15/2022 12:00:00 AM,08:45:46,1033A,"ALARM, AUDIBLE",U,Unfounded event,[2600]-[2700] SUGARPLUM DR ,San Jose,CA
20221030172159PD,9306934,10/30/2022 12:00:00 AM,P223030595,3,10/30/2022 12:00:00 AM,10/30/2022 12:00:00 AM,16:09:37,518,EXTORTION,N,No report required; dispatch record only,[2100]-[2200] CANOAS GARDEN AV ,San Jose,CA
20220608221558PD,9115211,6/8/2022 12:00:00 AM,P221590887,3,6/8/2022 12:00:00 AM,6/8/2022 12:00:00 AM,19:45:46,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,E TAYLOR ST & N 15TH ST,San Jose,CA
20220120143636PS,8936419,1/20/2022 12:00:00 AM,P220200467,2,1/20/2022 12:00:00 AM,1/20/2022 12:00:00 AM,14:04:08,911UNK,UNK TYPE 911 CALL,N,No report required; dispatch record only,[5300]-[5400] MONTEREY RD ,San Jose,CA
20220212001330PS,8965242,2/12/2022 12:00:00 AM,P220430004,6,2/12/2022 12:00:00 AM,2/12/2022 12:00:00 AM,00:08:00,1195,VEHICLE STOP,N,No report required; dispatch record only,MONTEREY RD & CURTNER AV,San Jose,CA
20220911133733PD,9242400,9/11/2022 12:00:00 AM,P222540293,3,9/11/2022 12:00:00 AM,9/11/2022 12:00:00 AM,08:29:39,415N,"DISTURBANCE, NEIGHBOR",CAN,Canceled,[6000]-[6100] MONTEREY RD ,San Jose,CA
20221030070018PD,9306446,10/30/2022 12:00:00 AM,P223030208,5,10/30/2022 12:00:00 AM,10/30/2022 12:00:00 AM,04:29:47,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",N,No report required; dispatch record only,N 18TH ST & E JULIAN ST,San Jose,CA
20220808212842PD,9196723,8/8/2022 12:00:00 AM,P222200915,2,8/8/2022 12:00:00 AM,8/8/2022 12:00:00 AM,21:13:01,1066,SUSPICIOUS PERSON,CAN,Canceled,[700]-[800] S 10TH ST ,San Jose,CA
20220815013435PD,9204696,8/14/2022 12:00:00 AM,P222260952,3,8/14/2022 12:00:00 AM,8/14/2022 12:00:00 AM,22:35:00,1181,"VEHICLE ACCIDENT, MINOR INJURIES",R,Report taken,[2300]-[2400] LUCRETIA AV ,San Jose,CA
20220410010142PD,9037920,4/9/2022 12:00:00 AM,P220990971,3,4/9/2022 12:00:00 AM,4/9/2022 12:00:00 AM,23:52:45,1066,SUSPICIOUS PERSON,G,Gone on Arrival/unable to locate,[1400]-[1500] FOOTHILL MEADOWS CT ,San Jose,CA
20220429174724PD,9061546,4/29/2022 12:00:00 AM,P221190659,2,4/29/2022 12:00:00 AM,4/29/2022 12:00:00 AM,17:43:33,WELCK,WELFARE CHECK,CAN,Canceled,[2500]-[2600] BERRYESSA RD ,San Jose,CA
20220226143228PS,8983341,2/26/2022 12:00:00 AM,P220570400,3,2/26/2022 12:00:00 AM,2/26/2022 12:00:00 AM,13:41:52,314,INDECENT EXPOSURE,CAN,Canceled,STORY RD & KEYES ST,San Jose,CA
20220812092931PD,9201171,8/12/2022 12:00:00 AM,P222240241,2,8/12/2022 12:00:00 AM,8/12/2022 12:00:00 AM,08:47:48,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[400]-[500] N 5TH ST ,San Jose,CA
20220401010636PD,9026205,3/31/2022 12:00:00 AM,P220901078,3,3/31/2022 12:00:00 AM,3/31/2022 12:00:00 AM,23:51:34,1154,SUSPICIOUS VEHICLE,R,Report taken,[5500]-[5600] CAREW WY ,San Jose,CA
20220627204815PD,9140898,6/27/2022 12:00:00 AM,P221780868,2,6/27/2022 12:00:00 AM,6/27/2022 12:00:00 AM,20:23:50,415,DISTURBANCE,CAN,Canceled,[1000]-[1100] CATHERINE ST ,San Jose,CA
20220624084926PD,9135869,6/24/2022 12:00:00 AM,P221750274,2,6/24/2022 12:00:00 AM,6/24/2022 12:00:00 AM,08:45:07,1033S,"ALARM, SILENT",CAN,Canceled,[3000]-[3100] ORCHARD DR ,San Jose,CA
20220802182551PD,9188399,8/2/2022 12:00:00 AM,P222140579,3,8/2/2022 12:00:00 AM,8/2/2022 12:00:00 AM,15:44:14,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[2100]-[2200] THE ALAMEDA ,San Jose,CA
20220205005014PS,8956316,2/5/2022 12:00:00 AM,P220360048,2,2/5/2022 12:00:00 AM,2/5/2022 12:00:00 AM,00:44:42,602PC,TRESPASSING,N,No report required; dispatch record only,[400]-[500] E SANTA CLARA ST ,San Jose,CA
20220220174837PS,8976356,2/20/2022 12:00:00 AM,P220510633,6,2/20/2022 12:00:00 AM,2/20/2022 12:00:00 AM,17:24:53,1195,VEHICLE STOP,N,No report required; dispatch record only,TULLY RD & E CAPITOL EX,San Jose,CA
20220403000134PD,9028852,4/2/2022 12:00:00 AM,P220920971,3,4/2/2022 12:00:00 AM,4/2/2022 12:00:00 AM,23:39:08,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[1400]-[1500] SARATOGA AV ,San Jose,CA
20220611073723PD,9118479,6/11/2022 12:00:00 AM,P221620183,2,6/11/2022 12:00:00 AM,6/11/2022 12:00:00 AM,04:39:15,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[2400]-[2500] RUBY AV ,San Jose,CA
20220721042004PD,9172018,7/27/2022 12:00:00 AM,P222020121,2,7/21/2022 12:00:00 AM,7/21/2022 12:00:00 AM,03:31:51,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[2800]-[2900] JOSEPH AV ,San Jose,CA
20221128225722PS,9342937,11/28/2022 12:00:00 AM,P223320932,6,11/28/2022 12:00:00 AM,11/28/2022 12:00:00 AM,22:48:46,1195,VEHICLE STOP,N,No report required; dispatch record only,N 5TH ST & E MISSION ST,San Jose,CA
20220418201100PD,9048238,4/18/2022 12:00:00 AM,P221080809,2,4/18/2022 12:00:00 AM,4/18/2022 12:00:00 AM,19:34:49,1066W,SUSPICIOUS PERSON W/ WEAPON,DUPNCAN,No Disposition,[200]-[300] VINEYARD DR ,San Jose,CA
20221018000010PD,9290533,10/17/2022 12:00:00 AM,P222901046,6,10/17/2022 12:00:00 AM,10/17/2022 12:00:00 AM,23:55:56,1195,VEHICLE STOP,N,No report required; dispatch record only,E CAPITOL EX & TULLY RD,San Jose,CA
20220824144051PD,9217802,8/24/2022 12:00:00 AM,P222360422,3,8/24/2022 12:00:00 AM,8/24/2022 12:00:00 AM,11:52:12,484BOL,PETTY THEFT (BROADCAST ONLY),N,No report required; dispatch record only,[5300]-[5400] ALMADEN EX ,San Jose,CA
20220427221338PD,9059248,4/27/2022 12:00:00 AM,P221170888,2,4/27/2022 12:00:00 AM,4/27/2022 12:00:00 AM,21:15:42,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[400]-[500] AIRES LN ,San Jose,CA
20220927160038PD,9263683,9/27/2022 12:00:00 AM,P222700465,2,9/27/2022 12:00:00 AM,9/27/2022 12:00:00 AM,12:56:55,290,REGISTRATION OF SEX OFFENDER,A,Arrest Made,E SANTA CLARA ST & N 4TH ST,San Jose,CA
20220617070058PD,9126320,6/17/2022 12:00:00 AM,P221680135,2,6/17/2022 12:00:00 AM,6/17/2022 12:00:00 AM,06:30:41,FDAID,FIRE DEPARTMENT REQUEST FOR PD,N,No report required; dispatch record only,[300]-[400] N 6TH ST ,San Jose,CA
20220618005903PD,9127433,6/17/2022 12:00:00 AM,P221681024,6,6/17/2022 12:00:00 AM,6/17/2022 12:00:00 AM,23:39:27,1095,PEDESTRIAN STOP,D,"Traffic Citation Issued, Hazardous Violation",E SAN FERNANDO ST & S 3RD ST,San Jose,CA
20221125110916PS,9338564,11/25/2022 12:00:00 AM,P223290261,2,11/25/2022 12:00:00 AM,11/25/2022 12:00:00 AM,11:06:32,FDAID,FIRE DEPARTMENT REQUEST FOR PD,DUPNCAN,No Disposition,KETZAL WY & LUZ AV,San Jose,CA
20220912140123PD,9243976,9/12/2022 12:00:00 AM,P222550512,4,9/12/2022 12:00:00 AM,9/12/2022 12:00:00 AM,13:29:25,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[500]-[600] W JULIAN ST ,San Jose,CA
20221203020912PS,9348107,12/3/2022 12:00:00 AM,P223370080,3,12/3/2022 12:00:00 AM,12/3/2022 12:00:00 AM,01:52:09,415,DISTURBANCE,CAN,Canceled,[600]-[700] LINCOLN AV ,San Jose,CA
20221201170008PS,9346166,12/1/2022 12:00:00 AM,P223350457,3,12/1/2022 12:00:00 AM,12/1/2022 12:00:00 AM,14:10:24,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",R,Report taken,[1600]-[1700] ADRIAN WY ,San Jose,CA
20220203083503PS,8953803,2/3/2022 12:00:00 AM,P220340238,2,2/3/2022 12:00:00 AM,2/3/2022 12:00:00 AM,08:34:10,911UNK,UNK TYPE 911 CALL,CAN,Canceled,[7200]-[7300] RAINBOW DR ,San Jose,CA
20220919234500PD,9253720,9/19/2022 12:00:00 AM,P222620956,2,9/19/2022 12:00:00 AM,9/19/2022 12:00:00 AM,23:16:59,1066,SUSPICIOUS PERSON,CAN,Canceled,[1100]-[1200] CAPITOL EX AUTO MALL ,San Jose,CA
20221111233849PS,9322348,11/11/2022 12:00:00 AM,P223150881,2,11/11/2022 12:00:00 AM,11/11/2022 12:00:00 AM,22:50:25,1066,SUSPICIOUS PERSON,N,No report required; dispatch record only,[3100]-[3200] ALUM ROCK AV ,San Jose,CA
20220705094657PD,9150853,7/5/2022 12:00:00 AM,P221860295,4,7/5/2022 12:00:00 AM,7/5/2022 12:00:00 AM,08:28:52,10851R,RECOVERED STOLEN VEHICLE,R,Report taken,[2000]-[2100] BLUEJACKET WY ,San Jose,CA
20221230122419PS,9381086,12/30/2022 12:00:00 AM,P223640342,4,12/30/2022 12:00:00 AM,12/30/2022 12:00:00 AM,12:15:51,22500,PARKING VIOLATION,CAN,Canceled,[900]-[1000] S 2ND ST ,San Jose,CA
20220724012135PD,9175909,7/27/2022 12:00:00 AM,P222050036,4,7/24/2022 12:00:00 AM,7/24/2022 12:00:00 AM,00:19:54,415M,"DISTURBANCE, MUSIC",G,Gone on Arrival/unable to locate,[1700]-[1800] OLDTREE CT ,San Jose,CA
20220329231045PD,9023536,3/29/2022 12:00:00 AM,P220881055,3,3/29/2022 12:00:00 AM,3/29/2022 12:00:00 AM,22:51:46,1033,ALARM,CAN,Canceled,[5300]-[5400] HELLYER AV ,San Jose,CA
20221017101018PD,9289628,10/17/2022 12:00:00 AM,P222900311,2,10/17/2022 12:00:00 AM,10/17/2022 12:00:00 AM,09:59:19,911UNK,UNK TYPE 911 CALL,CAN,Canceled,[2000]-[2100] FOREST AV ,San Jose,CA
20220909204236PD,9240351,9/9/2022 12:00:00 AM,P222520933,4,9/9/2022 12:00:00 AM,9/9/2022 12:00:00 AM,20:27:06,22500,PARKING VIOLATION,N,No report required; dispatch record only,SCOTT ST & S BUENA VISTA AV,San Jose,CA
20220127181615PS,8945607,1/29/2022 12:00:00 AM,P220270753,3,1/27/2022 12:00:00 AM,1/27/2022 12:00:00 AM,18:00:41,23103,RECKLESS DRIVING,N,No report required; dispatch record only,OLIN AV & S WINCHESTER BL,San Jose,CA
20221205075749PS,9350517,12/5/2022 12:00:00 AM,P223390135,3,12/5/2022 12:00:00 AM,12/5/2022 12:00:00 AM,05:25:28,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[4100]-[4100] MONTEREY RD ,San Jose,CA
20221205044851PS,9350111,12/4/2022 12:00:00 AM,P223380732,3,12/4/2022 12:00:00 AM,12/4/2022 12:00:00 AM,20:16:59,518,EXTORTION,R,Report taken,[500]-[600] S 2ND ST ,San Jose,CA
20220323163840PD,9015694,3/23/2022 12:00:00 AM,P220820724,2,3/23/2022 12:00:00 AM,3/23/2022 12:00:00 AM,16:37:12,1065JX,MISSING FEMALE JUVENILE,CAN,Canceled,[900]-[1000] KELTNER AV ,San Jose,CA
20220826015649PD,9219818,8/25/2022 12:00:00 AM,P222370928,3,8/25/2022 12:00:00 AM,8/25/2022 12:00:00 AM,21:11:37,10851,STOLEN VEHICLE,R,Report taken,[2900]-[3000] ROCK RIVER CT ,San Jose,CA
20221004125649PD,9272819,10/4/2022 12:00:00 AM,P222770377,2,10/4/2022 12:00:00 AM,10/4/2022 12:00:00 AM,11:23:56,290,REGISTRATION OF SEX OFFENDER,A,Arrest Made,E SANTA CLARA ST & N 1ST ST,San Jose,CA
20220419182524PD,9049399,4/19/2022 12:00:00 AM,P221090720,6,4/19/2022 12:00:00 AM,4/19/2022 12:00:00 AM,18:15:46,1195X,VEHICLE STOP ON FEMALE,D,"Traffic Citation Issued, Hazardous Violation",MONTEREY RD & SOUTHSIDE DR,San Jose,CA
20220530225922PD,9103049,5/30/2022 12:00:00 AM,P221500955,2,5/30/2022 12:00:00 AM,5/30/2022 12:00:00 AM,22:17:33,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[1500]-[1600] BERRYESSA RD ,San Jose,CA
20220610060942PD,9116913,6/10/2022 12:00:00 AM,P221610132,4,6/10/2022 12:00:00 AM,6/10/2022 12:00:00 AM,04:16:00,1062,MEET THE CITIZEN,CAN,Canceled,[200]-[300] S 4TH ST ,San Jose,CA
20220602121150PD,9106354,6/2/2022 12:00:00 AM,P221530326,3,6/2/2022 12:00:00 AM,6/2/2022 12:00:00 AM,10:11:17,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,N SAN PEDRO ST & ASBURY ST,San Jose,CA
20220527213523PD,9098773,5/27/2022 12:00:00 AM,P221470854,2,5/27/2022 12:00:00 AM,5/27/2022 12:00:00 AM,18:56:08,5150,MENTALLY DISTURBED PERSON,R,Report taken,[100]-[200] RIO ROBLES E,San Jose,CA
20220302111443PS,8988315,3/7/2022 12:00:00 AM,P220610365,6,3/2/2022 12:00:00 AM,3/2/2022 12:00:00 AM,10:54:07,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",N WINCHESTER BL & STEVENS CREEK BL,San Jose,CA
20220723165633PD,9175329,7/27/2022 12:00:00 AM,P222040571,4,7/23/2022 12:00:00 AM,7/23/2022 12:00:00 AM,16:34:47,CIVIL,CIVIL MATTER,N,No report required; dispatch record only,[1700]-[1800] LEEWARD DR ,San Jose,CA
20221105203640PD,9314821,11/5/2022 12:00:00 AM,P223090747,6,11/5/2022 12:00:00 AM,11/5/2022 12:00:00 AM,20:35:10,1195,VEHICLE STOP,N,No report required; dispatch record only,N 5TH ST & JACKSON ST,San Jose,CA
20220612095633PD,9120004,6/12/2022 12:00:00 AM,P221630299,3,6/12/2022 12:00:00 AM,6/12/2022 12:00:00 AM,09:13:50,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[2200]-[2200] STEVENS CREEK BL ,San Jose,CA
20220506232421PD,9070858,5/6/2022 12:00:00 AM,P221261090,6,5/6/2022 12:00:00 AM,5/6/2022 12:00:00 AM,23:13:37,1195,VEHICLE STOP,N,No report required; dispatch record only,,San Jose,CA
20220915215747PD,9248410,9/15/2022 12:00:00 AM,P222580941,3,9/15/2022 12:00:00 AM,9/15/2022 12:00:00 AM,20:37:33,415,DISTURBANCE,CAN,Canceled,[100]-[100] E SANTA CLARA ST ,San Jose,CA
20220721180012PD,9172767,7/27/2022 12:00:00 AM,P222020684,3,7/21/2022 12:00:00 AM,7/21/2022 12:00:00 AM,16:59:10,415,DISTURBANCE,N,No report required; dispatch record only,[1000]-[1100] BLOSSOM HILL RD ,San Jose,CA
20220730001708PD,9183728,7/30/2022 12:00:00 AM,P222110008,1,7/30/2022 12:00:00 AM,7/30/2022 12:00:00 AM,00:02:50,415W,"DISTURBANCE, WEAPON",N,No report required; dispatch record only,[1700]-[1800] MCKEE RD ,San Jose,CA
20220217020731PS,8971648,2/16/2022 12:00:00 AM,P220471096,2,2/16/2022 12:00:00 AM,2/16/2022 12:00:00 AM,23:06:24,10851,STOLEN VEHICLE,N,No report required; dispatch record only,[1900]-[2000] STORY RD ,San Jose,CA
20221019185044PD,9292728,10/19/2022 12:00:00 AM,P222920726,3,10/19/2022 12:00:00 AM,10/19/2022 12:00:00 AM,17:54:23,1033A,"ALARM, AUDIBLE",U,Unfounded event,[1700]-[1800] FUMIA DR ,San Jose,CA
20220118043835PS,8933476,1/18/2022 12:00:00 AM,P220180085,2,1/18/2022 12:00:00 AM,1/18/2022 12:00:00 AM,02:29:01,5150,MENTALLY DISTURBED PERSON,N,No report required; dispatch record only,[1100]-[1200] BLOSSOM HILL RD ,San Jose,CA
20221123141855PS,9336451,11/23/2022 12:00:00 AM,P223270283,3,11/23/2022 12:00:00 AM,11/23/2022 12:00:00 AM,10:54:38,415,DISTURBANCE,CAN,Canceled,[1300]-[1400] W SAN CARLOS ST ,San Jose,CA
20220414154207PD,9043056,4/14/2022 12:00:00 AM,P221040404,3,4/14/2022 12:00:00 AM,4/14/2022 12:00:00 AM,13:17:54,487,GRAND THEFT,R,Report taken,[1300]-[1400] S WINCHESTER BL ,San Jose,CA
20220502233523PD,9065566,5/2/2022 12:00:00 AM,P221220945,6,5/2/2022 12:00:00 AM,5/2/2022 12:00:00 AM,23:31:13,1195X,VEHICLE STOP ON FEMALE,DUPNCAN,No Disposition,[100]-[200] AT BLOSSOM ,San Jose,CA
20220809024104PD,9197005,8/9/2022 12:00:00 AM,P222210090,6,8/9/2022 12:00:00 AM,8/9/2022 12:00:00 AM,02:33:59,1195,VEHICLE STOP,N,No report required; dispatch record only,,San Jose,CA
20221208025934PS,9354182,12/8/2022 12:00:00 AM,P223420023,3,12/8/2022 12:00:00 AM,12/8/2022 12:00:00 AM,00:30:10,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[900]-[1000] MERIDIAN AV ,San Jose,CA
20220225203704PS,8982591,2/25/2022 12:00:00 AM,P220560885,5,2/25/2022 12:00:00 AM,2/25/2022 12:00:00 AM,20:30:53,1195,VEHICLE STOP,N,No report required; dispatch record only,FARNSWORTH DR & SAN FELIPE RD,San Jose,CA
20220305003917PS,8991320,3/7/2022 12:00:00 AM,P220630664,3,3/4/2022 12:00:00 AM,3/4/2022 12:00:00 AM,17:18:20,DVRO,VIOLATION OF PROTECTIVE ORDER,R,Report taken,[2500]-[2600] MADDEN AV ,San Jose,CA
20220805162259PD,9192172,8/5/2022 12:00:00 AM,P222170475,3,8/5/2022 12:00:00 AM,8/5/2022 12:00:00 AM,14:02:37,WELCK,WELFARE CHECK,CAN,Canceled,[4500]-[4500] THE WOODS DR ,San Jose,CA
20220723111643PD,9174947,7/27/2022 12:00:00 AM,P222040288,4,7/23/2022 12:00:00 AM,7/23/2022 12:00:00 AM,10:17:03,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[2600]-[2700] MONTEREY RD ,San Jose,CA
20220911164146PD,9242542,9/11/2022 12:00:00 AM,P222540400,3,9/11/2022 12:00:00 AM,9/11/2022 12:00:00 AM,11:19:39,415F,"DISTURBANCE, FAMILY",G,Gone on Arrival/unable to locate,[2300]-[2400] TOLBERT CT ,San Jose,CA
