CDTS,EID,START_DATE,CALL_NUMBER,PRIORITY,REPORT_DATE,OFFENSE_DATE,OFFENSE_TIME,CALLTYPE_CODE,CALL_TYPE,FINAL_DISPO_CODE,FINAL_DISPO,ADDRESS,CITY,STATE
20230612031102PD,9586276,6/12/2023 12:00:00 AM,P231630093,6,6/12/2023 12:00:00 AM,6/12/2023 12:00:00 AM,03:01:35,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,TULLY RD & S KING RD,San Jose,CA
20231124014445PS,9797443,11/24/2023 12:00:00 AM,P233280065,2,11/24/2023 12:00:00 AM,11/24/2023 12:00:00 AM,01:40:18,415F,"DISTURBANCE, FAMILY",CAN,Canceled,[1200]-[1300] BLOSSOM HILL RD ,San Jose,CA
20231130131644PS,9805385,11/30/2023 12:00:00 AM,P233340458,4,11/30/2023 12:00:00 AM,11/30/2023 12:00:00 AM,13:14:16,22500,PARKING VIOLATION,E,"Traffic Citation Issued, Non-Hazardous Violation",[200]-[300] BASSETT ST ,San Jose,CA
20230608081831PD,9581412,6/8/2023 12:00:00 AM,P231590149,4,6/8/2023 12:00:00 AM,6/8/2023 12:00:00 AM,07:23:09,22507,HANDICAPPED PARKING VIOLATION,H,Courtesy Service/Citizen or agency assist,[4000]-[4100] MIRA LOMA WY ,San Jose,CA
20230707220841PD,9619694,7/7/2023 12:00:00 AM,P231880846,3,7/7/2023 12:00:00 AM,7/7/2023 12:00:00 AM,20:27:24,415J,"DISTURBANCE, JUVENILE",CAN,Canceled,[1400]-[1500] LINCOLN AV ,San Jose,CA
20230910181539PD,9703607,9/10/2023 12:00:00 AM,P232530712,6,9/10/2023 12:00:00 AM,9/10/2023 12:00:00 AM,18:05:35,1195,VEHICLE STOP,N,No report required; dispatch record only,CAPITOL EX AUTO MALL & PEARL AV,San Jose,CA
20231001144849PD,9730094,10/1/2023 12:00:00 AM,P232740476,3,10/1/2023 12:00:00 AM,10/1/2023 12:00:00 AM,14:19:32,415,DISTURBANCE,GD,No Disposition,[3000]-[3100] MCKEE RD ,San Jose,CA
20230620083713PD,9596783,6/20/2023 12:00:00 AM,P231710222,5,6/20/2023 12:00:00 AM,6/20/2023 12:00:00 AM,08:01:28,459VEH,VEHICLE BURGLARY,R,Report taken,[0]-[100] SKYPORT DR ,San Jose,CA
20230920121112PD,9715887,9/24/2023 12:00:00 AM,P232630226,3,9/20/2023 12:00:00 AM,9/20/2023 12:00:00 AM,08:48:26,602PC,TRESPASSING,N,No report required; dispatch record only,[800]-[900] JURY CT ,San Jose,CA
20231124182057PS,9798110,11/24/2023 12:00:00 AM,P233280562,3,11/24/2023 12:00:00 AM,11/24/2023 12:00:00 AM,17:28:45,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[5400]-[5500] LEAN AV ,San Jose,CA
20231208035530PS,9814992,12/8/2023 12:00:00 AM,P233420098,2,12/8/2023 12:00:00 AM,12/8/2023 12:00:00 AM,03:19:58,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[1500]-[1600] FERNDALE DR ,San Jose,CA
20231222223106PS,9833586,12/22/2023 12:00:00 AM,P233560457,3,12/22/2023 12:00:00 AM,12/22/2023 12:00:00 AM,13:15:04,594,MALICIOUS MISCHIEF,N,No report required; dispatch record only,[1400]-[1500] SUNSHADOW LN ,San Jose,CA
20231021182748PD,9755700,10/21/2023 12:00:00 AM,P232940474,3,10/21/2023 12:00:00 AM,10/21/2023 12:00:00 AM,15:03:24,484,THEFT,CAN,Canceled,[2400]-[2400] FOREST AV ,San Jose,CA
20230219012547PS,9443517,2/18/2023 12:00:00 AM,P230490781,6,2/18/2023 12:00:00 AM,2/18/2023 12:00:00 AM,20:16:29,10851R,RECOVERED STOLEN VEHICLE,N,No report required; dispatch record only,STORY RD & S KING RD,San Jose,CA
20230531190444PD,9571633,5/31/2023 12:00:00 AM,P231510666,3,5/31/2023 12:00:00 AM,5/31/2023 12:00:00 AM,17:36:57,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[2100]-[2200] FOREST AV ,San Jose,CA
20231209115109PS,9816763,12/9/2023 12:00:00 AM,P233430388,2,12/9/2023 12:00:00 AM,12/9/2023 12:00:00 AM,11:47:22,911UNK,UNK TYPE 911 CALL,CAN,Canceled,[100]-[200] S MARKET ST ,San Jose,CA
20231007014235PD,9736932,10/6/2023 12:00:00 AM,P232790976,3,10/6/2023 12:00:00 AM,10/6/2023 12:00:00 AM,22:39:13,415,DISTURBANCE,CAN,Canceled,[2800]-[2900] GLEN DIXON CT ,San Jose,CA
20230422000719PD,9520773,4/21/2023 12:00:00 AM,P231110899,3,4/21/2023 12:00:00 AM,4/21/2023 12:00:00 AM,22:20:45,415N,"DISTURBANCE, NEIGHBOR",N,No report required; dispatch record only,[4900]-[5000] MISE AV ,San Jose,CA
20230916032214PD,9710767,9/16/2023 12:00:00 AM,P232590121,3,9/16/2023 12:00:00 AM,9/16/2023 12:00:00 AM,03:02:31,1033A,"ALARM, AUDIBLE",CAN,Canceled,[500]-[600] DANA AV ,San Jose,CA
20230610235943PD,9584893,6/10/2023 12:00:00 AM,P231610923,2,6/10/2023 12:00:00 AM,6/10/2023 12:00:00 AM,22:35:02,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[800]-[900] CALHOUN ST ,San Jose,CA
20230405054949PD,9498691,4/4/2023 12:00:00 AM,P230940383,5,4/4/2023 12:00:00 AM,4/4/2023 12:00:00 AM,11:22:33,11300,NARCOTICS,N,No report required; dispatch record only,SANTA SUSANA WY & SAN GREGORIO WY,San Jose,CA
20230507213222PD,9540587,5/7/2023 12:00:00 AM,P231270862,2,5/7/2023 12:00:00 AM,5/7/2023 12:00:00 AM,21:00:01,415,DISTURBANCE,N,No report required; dispatch record only,[4900]-[5000] CHERRY AV ,San Jose,CA
20231001072020PD,9729751,10/1/2023 12:00:00 AM,P232740223,5,10/1/2023 12:00:00 AM,10/1/2023 12:00:00 AM,07:13:27,415,DISTURBANCE,N,No report required; dispatch record only,[2000]-[2100] AIRPORT BL ,San Jose,CA
20230727231601PD,9645676,7/27/2023 12:00:00 AM,P232080977,6,7/27/2023 12:00:00 AM,7/27/2023 12:00:00 AM,22:10:41,1195,VEHICLE STOP,E,"Traffic Citation Issued, Non-Hazardous Violation",TULLY RD & QUIMBY RD,San Jose,CA
20230513230334PD,9548313,5/13/2023 12:00:00 AM,P231330898,6,5/13/2023 12:00:00 AM,5/13/2023 12:00:00 AM,22:35:27,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",N BASCOM AV & NAGLEE AV,San Jose,CA
20231128151930PS,9802957,11/28/2023 12:00:00 AM,P233320575,3,11/28/2023 12:00:00 AM,11/28/2023 12:00:00 AM,15:16:37,WELCK,WELFARE CHECK,CAN,Canceled,[200]-[300] N JACKSON AV ,San Jose,CA
20230923152253PD,9720086,9/24/2023 12:00:00 AM,P232660446,2,9/23/2023 12:00:00 AM,9/23/2023 12:00:00 AM,14:23:25,415,DISTURBANCE,N,No report required; dispatch record only,[1300]-[1300] THE ALAMEDA ,San Jose,CA
20231103211704PD,9772605,11/3/2023 12:00:00 AM,P233070847,3,11/3/2023 12:00:00 AM,11/3/2023 12:00:00 AM,19:40:44,484,THEFT,R,Report taken,[800]-[900] BLOSSOM HILL RD ,San Jose,CA
20230924025858PD,9720848,9/24/2023 12:00:00 AM,P232670119,2,9/24/2023 12:00:00 AM,9/24/2023 12:00:00 AM,02:45:04,1066,SUSPICIOUS PERSON,G,Gone on Arrival/unable to locate,[0]-[100] E REED ST ,San Jose,CA
20230704141044PD,9615188,7/4/2023 12:00:00 AM,P231850386,3,7/4/2023 12:00:00 AM,7/4/2023 12:00:00 AM,12:43:57,1033A,"ALARM, AUDIBLE",CAN,Canceled,[7100]-[7200] CALCATERRA DR ,San Jose,CA
20231126154551PS,9800379,11/26/2023 12:00:00 AM,P233300479,2,11/26/2023 12:00:00 AM,11/26/2023 12:00:00 AM,15:20:42,415,DISTURBANCE,CAN,Canceled,[1000]-[1100] E BROKAW RD ,San Jose,CA
20231016151937PD,9749122,10/16/2023 12:00:00 AM,P232890495,2,10/16/2023 12:00:00 AM,10/16/2023 12:00:00 AM,13:17:52,WELCK,WELFARE CHECK,U,Unfounded event,[3600]-[3700] WARNER DR ,San Jose,CA
20230421162936PD,9520333,4/21/2023 12:00:00 AM,P231110556,5,4/21/2023 12:00:00 AM,4/21/2023 12:00:00 AM,16:12:59,11300,NARCOTICS,C,Criminal Citation,W SAN CARLOS ST & BARACK OBAMA BL,San Jose,CA
20230829171923PD,9688017,8/29/2023 12:00:00 AM,P232410777,3,8/29/2023 12:00:00 AM,8/29/2023 12:00:00 AM,17:17:12,23103,RECKLESS DRIVING,N,No report required; dispatch record only,LEIGH AV & CAMDEN AV,San Jose,CA
20230815065502PD,9669268,8/15/2023 12:00:00 AM,P232270166,4,8/15/2023 12:00:00 AM,8/15/2023 12:00:00 AM,06:36:35,22500,PARKING VIOLATION,CAN,Canceled,[1600]-[1700] ORLEANS DR ,San Jose,CA
20230814041242PD,9667839,8/14/2023 12:00:00 AM,P232260114,3,8/14/2023 12:00:00 AM,8/14/2023 12:00:00 AM,03:25:15,602PC,TRESPASSING,CAN,Canceled,[1700]-[1800] N 1ST ST ,San Jose,CA
20231221183038PS,9832570,12/21/2023 12:00:00 AM,P233550719,3,12/21/2023 12:00:00 AM,12/21/2023 12:00:00 AM,17:56:07,1181,"VEHICLE ACCIDENT, MINOR INJURIES",R,Report taken,STORY RD & LUCRETIA AV,San Jose,CA
20231121165523PS,9794679,11/21/2023 12:00:00 AM,P233250672,2,11/21/2023 12:00:00 AM,11/21/2023 12:00:00 AM,16:41:25,6M,MISDEMEANOR WANT,GD,No Disposition,MONTEREY TO BLOSSOM HILL RP & BLOSSOM HILL RD,San Jose,CA
20230329112945PD,9491113,3/29/2023 12:00:00 AM,P230880334,2,3/29/2023 12:00:00 AM,3/29/2023 12:00:00 AM,11:04:39,415,DISTURBANCE,DUPNCAN,No Disposition,[2600]-[2700] ALUM ROCK AV ,San Jose,CA
20231005064223PD,9734642,10/5/2023 12:00:00 AM,P232780144,2,10/5/2023 12:00:00 AM,10/5/2023 12:00:00 AM,06:42:00,1179,"VEHICLE ACCIDENT, AMB DISPATCHED",DUPNCAN,No Disposition,,San Jose,CA
20230615103128PD,9590296,6/15/2023 12:00:00 AM,P231660290,4,6/15/2023 12:00:00 AM,6/15/2023 12:00:00 AM,09:19:42,22500,PARKING VIOLATION,E,"Traffic Citation Issued, Non-Hazardous Violation",[1000]-[1100] S 2ND ST ,San Jose,CA
20230228142057PS,9455481,2/28/2023 12:00:00 AM,P230590409,3,2/28/2023 12:00:00 AM,2/28/2023 12:00:00 AM,12:56:28,1181,"VEHICLE ACCIDENT, MINOR INJURIES",N,No report required; dispatch record only,[500]-[600] TULLY RD ,San Jose,CA
20230525214140PD,9564257,5/29/2023 12:00:00 AM,P231450878,2,5/25/2023 12:00:00 AM,5/25/2023 12:00:00 AM,20:59:03,WELCK,WELFARE CHECK,N,No report required; dispatch record only,N CAPITOL AV & CROPLEY AV,San Jose,CA
20230711203205PD,9624750,7/11/2023 12:00:00 AM,P231920873,6,7/11/2023 12:00:00 AM,7/11/2023 12:00:00 AM,20:22:41,1195,VEHICLE STOP,N,No report required; dispatch record only,STORY RD & REMILLARD CT,San Jose,CA
20230903070650PD,9693886,9/3/2023 12:00:00 AM,P232460169,3,9/3/2023 12:00:00 AM,9/3/2023 12:00:00 AM,05:29:27,1033A,"ALARM, AUDIBLE",CAN,Canceled,[4200]-[4300] MONTEREY RD ,San Jose,CA
20230306172316PS,9462694,3/6/2023 12:00:00 AM,P230650443,4,3/6/2023 12:00:00 AM,3/6/2023 12:00:00 AM,14:04:53,1062,MEET THE CITIZEN,N,No report required; dispatch record only,[1200]-[1300] SALVATORE CT ,San Jose,CA
20230406144856PD,9501519,4/6/2023 12:00:00 AM,P230960571,6,4/6/2023 12:00:00 AM,4/6/2023 12:00:00 AM,14:40:10,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",OAKLAND RD & COMMERCIAL ST,San Jose,CA
20230321081507PD,9481050,3/21/2023 12:00:00 AM,P230800136,2,3/21/2023 12:00:00 AM,3/21/2023 12:00:00 AM,07:26:22,WELCKEMS,WELFARE CHECK (COMBINED EVENT),N,No report required; dispatch record only,[400]-[500] BLOSSOM HILL RD ,San Jose,CA
20231228184357PS,9840771,12/28/2023 12:00:00 AM,P233620645,4,12/28/2023 12:00:00 AM,12/28/2023 12:00:00 AM,16:52:11,22500,PARKING VIOLATION,R,Report taken,[5700]-[5800] CHESBRO AV ,San Jose,CA
20230314183529PD,9472388,3/14/2023 12:00:00 AM,P230730465,1,3/14/2023 12:00:00 AM,3/14/2023 12:00:00 AM,12:48:33,417,BRANDISHING A WEAPON,A,Arrest Made,[6000]-[6100] MONTEREY RD ,San Jose,CA
20230822223018PD,9679064,8/22/2023 12:00:00 AM,P232340807,3,8/22/2023 12:00:00 AM,8/22/2023 12:00:00 AM,19:51:06,10851,STOLEN VEHICLE,R,Report taken,S BASCOM AV & CURTNER AV,San Jose,CA
20231108114824PS,9778292,11/8/2023 12:00:00 AM,P233120328,5,11/8/2023 12:00:00 AM,11/8/2023 12:00:00 AM,11:06:09,1182,"VEHICLE ACCIDENT, PROPERTY DAMAGE",GD,No Disposition,,San Jose,CA
20230705220056PD,9617151,7/5/2023 12:00:00 AM,P231860850,3,7/5/2023 12:00:00 AM,7/5/2023 12:00:00 AM,20:17:07,DVRO,VIOLATION OF PROTECTIVE ORDER,R,Report taken,[0]-[100] E YOUNGER AV ,San Jose,CA
20230207064421PS,9429040,2/7/2023 12:00:00 AM,P230380112,2,2/7/2023 12:00:00 AM,2/7/2023 12:00:00 AM,05:40:48,415,DISTURBANCE,H,Courtesy Service/Citizen or agency assist,[200]-[300] W MISSION ST ,San Jose,CA
20230329171949PD,9491536,3/29/2023 12:00:00 AM,P230880668,3,3/29/2023 12:00:00 AM,3/29/2023 12:00:00 AM,16:31:26,1033A,"ALARM, AUDIBLE",CAN,Canceled,[6900]-[7000] SERENITY WY ,San Jose,CA
20231012214056PD,9744297,10/12/2023 12:00:00 AM,P232850851,3,10/12/2023 12:00:00 AM,10/12/2023 12:00:00 AM,19:07:52,11300,NARCOTICS,CAN,Canceled,N KING RD & SCHULTE DR,San Jose,CA
20230103075929PS,9385671,1/3/2023 12:00:00 AM,P230030186,3,1/3/2023 12:00:00 AM,1/3/2023 12:00:00 AM,07:56:49,23103,RECKLESS DRIVING,CAN,Canceled,,San Jose,CA
20230312133310PD,9469697,3/12/2023 12:00:00 AM,P230710321,3,3/12/2023 12:00:00 AM,3/12/2023 12:00:00 AM,11:54:18,1181,"VEHICLE ACCIDENT, MINOR INJURIES",R,Report taken,,San Jose,CA
20230319225317PD,9479598,3/19/2023 12:00:00 AM,P230780825,6,3/19/2023 12:00:00 AM,3/19/2023 12:00:00 AM,22:49:03,1195,VEHICLE STOP,N,No report required; dispatch record only,MOSHER DR & ABORN RD,San Jose,CA
20230321182445PD,9481655,3/21/2023 12:00:00 AM,P230800570,3,3/21/2023 12:00:00 AM,3/21/2023 12:00:00 AM,15:37:52,1062,MEET THE CITIZEN,R,Report taken,[2800]-[2800] OCALA AV ,San Jose,CA
20230217160429PS,9441943,2/17/2023 12:00:00 AM,P230480551,6,2/17/2023 12:00:00 AM,2/17/2023 12:00:00 AM,16:01:11,1195,VEHICLE STOP,N,No report required; dispatch record only,TULLY RD & GALVESTON AV,San Jose,CA
20231031151918PD,9768353,10/31/2023 12:00:00 AM,P233040517,4,10/31/2023 12:00:00 AM,10/31/2023 12:00:00 AM,14:20:42,22500,PARKING VIOLATION,R,Report taken,[400]-[500] E EMPIRE ST ,San Jose,CA
20230423161244PD,9522602,4/23/2023 12:00:00 AM,P231130418,6,4/23/2023 12:00:00 AM,4/23/2023 12:00:00 AM,13:22:30,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,W SANTA CLARA ST & DELMAS AV,San Jose,CA
20230126225645PS,9415412,1/26/2023 12:00:00 AM,P230260944,6,1/26/2023 12:00:00 AM,1/26/2023 12:00:00 AM,22:46:25,1195,VEHICLE STOP,N,No report required; dispatch record only,TOWER HILL AV & HILLSDALE AV,San Jose,CA
20231223054011PS,9834499,12/23/2023 12:00:00 AM,P233570123,4,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,02:51:16,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[13600]-[13700] WOODBURN WY ,San Jose,CA
20230703180525PD,9614078,7/3/2023 12:00:00 AM,P231840636,4,7/3/2023 12:00:00 AM,7/3/2023 12:00:00 AM,15:48:11,22500,PARKING VIOLATION,G,Gone on Arrival/unable to locate,[1500]-[1600] MT FRAZIER DR ,San Jose,CA
20230113005901PS,9398120,1/12/2023 12:00:00 AM,P230121009,3,1/12/2023 12:00:00 AM,1/12/2023 12:00:00 AM,22:47:22,1033A,"ALARM, AUDIBLE",N,No report required; dispatch record only,[1700]-[1800] TECHNOLOGY DR ,San Jose,CA
20230623140022PD,9600921,6/23/2023 12:00:00 AM,P231740391,3,6/23/2023 12:00:00 AM,6/23/2023 12:00:00 AM,11:38:57,242,BATTERY,N,No report required; dispatch record only,[700]-[800] S BASCOM AV ,San Jose,CA
20230219155848PS,9444441,2/19/2023 12:00:00 AM,P230500523,2,2/19/2023 12:00:00 AM,2/19/2023 12:00:00 AM,15:30:56,WELCK,WELFARE CHECK,G,Gone on Arrival/unable to locate,BERRYESSA RD & LUNDY AV,San Jose,CA
20231016002127PD,9748496,10/15/2023 12:00:00 AM,P232880998,3,10/15/2023 12:00:00 AM,10/15/2023 12:00:00 AM,23:50:48,1033A,"ALARM, AUDIBLE",U,Unfounded event,[500]-[600] COLEMAN AV ,San Jose,CA
20230921113348PD,9717295,9/24/2023 12:00:00 AM,P232640331,2,9/21/2023 12:00:00 AM,9/21/2023 12:00:00 AM,11:18:19,415,DISTURBANCE,N,No report required; dispatch record only,[400]-[500] S KING RD ,San Jose,CA
20230109000758PS,9392717,1/8/2023 12:00:00 AM,P230080821,2,1/8/2023 12:00:00 AM,1/8/2023 12:00:00 AM,23:48:50,415EMS,DISTURBANCE (COMBINED EVENT),N,No report required; dispatch record only,[500]-[600] N 18TH ST ,San Jose,CA
20230103095852PS,9385794,1/3/2023 12:00:00 AM,P230030288,6,1/3/2023 12:00:00 AM,1/3/2023 12:00:00 AM,09:48:36,1195,VEHICLE STOP,D,"Traffic Citation Issued, Hazardous Violation",E CAPITOL EX & TULLY RD,San Jose,CA
20230102183207PS,9385049,1/2/2023 12:00:00 AM,P230020503,3,1/2/2023 12:00:00 AM,1/2/2023 12:00:00 AM,15:36:50,487,GRAND THEFT,R,Report taken,[400]-[500] BLOSSOM HILL RD ,San Jose,CA
20230217181047PS,9441892,2/17/2023 12:00:00 AM,P230480507,2,2/17/2023 12:00:00 AM,2/17/2023 12:00:00 AM,15:17:01,6F,FELONY WANT,B,Arrest by Warrant,,San Jose,CA
20230518072236PD,9553936,5/18/2023 12:00:00 AM,P231380160,2,5/18/2023 12:00:00 AM,5/18/2023 12:00:00 AM,06:20:44,1091A,VICIOUS ANIMAL,CAN,Canceled,[3100]-[3200] ROYAL MEADOW LN ,San Jose,CA
20231225052419PS,9836928,12/25/2023 12:00:00 AM,P233590176,3,12/25/2023 12:00:00 AM,12/25/2023 12:00:00 AM,03:59:00,23103,RECKLESS DRIVING,N,No report required; dispatch record only,MCLAUGHLIN AV & E CAPITOL EX,San Jose,CA
20230607224623PD,9581114,6/7/2023 12:00:00 AM,P231580993,2,6/7/2023 12:00:00 AM,6/7/2023 12:00:00 AM,22:01:44,415,DISTURBANCE,G,Gone on Arrival/unable to locate,[1500]-[1600] AMBERGROVE DR ,San Jose,CA
20230920120924PD,9716116,9/24/2023 12:00:00 AM,P232630395,4,9/20/2023 12:00:00 AM,9/20/2023 12:00:00 AM,12:06:46,1124,ABANDONED VEHICLE,CAN,Canceled,[3700]-[3800] QUIMBY RD ,San Jose,CA
20230725154340PD,9642296,7/25/2023 12:00:00 AM,P232060450,3,7/25/2023 12:00:00 AM,7/25/2023 12:00:00 AM,12:17:39,484,THEFT,N,No report required; dispatch record only,[1300]-[1400] NELEIGH PL ,San Jose,CA
20230706162321PD,9618030,7/6/2023 12:00:00 AM,P231870510,3,7/6/2023 12:00:00 AM,7/6/2023 12:00:00 AM,14:31:09,488,PETTY THEFT,R,Report taken,[1300]-[1400] S WINCHESTER BL ,San Jose,CA
20230728224226PD,9647017,7/28/2023 12:00:00 AM,P232090966,6,7/28/2023 12:00:00 AM,7/28/2023 12:00:00 AM,22:29:37,1195,VEHICLE STOP,N,No report required; dispatch record only,CAPITOL EX AUTO MALL & PEARL AV,San Jose,CA
20230517094130PD,9552659,5/17/2023 12:00:00 AM,P231370191,2,5/17/2023 12:00:00 AM,5/17/2023 12:00:00 AM,07:17:49,WELCKEMS,WELFARE CHECK (COMBINED EVENT),T,Turned over To (TOT),[6200]-[6300] SANTA TERESA BL ,San Jose,CA
20230524140533PD,9562455,5/29/2023 12:00:00 AM,P231440540,2,5/24/2023 12:00:00 AM,5/24/2023 12:00:00 AM,13:18:05,AID,PUBLIC SAFETY ASSISTANCE,H,Courtesy Service/Citizen or agency assist,[1200]-[1300] N 15TH ST ,San Jose,CA
20230118131507PS,9404543,1/18/2023 12:00:00 AM,P230180344,2,1/18/2023 12:00:00 AM,1/18/2023 12:00:00 AM,11:18:37,5150X,MENTALLY DISTURBED FEMALE,R,Report taken,[1500]-[1600] E CAPITOL EX ,San Jose,CA
20230105151617PS,9388218,1/5/2023 12:00:00 AM,P230050247,3,1/5/2023 12:00:00 AM,1/5/2023 12:00:00 AM,09:11:39,459R,BURGLARY  REPORT  (460),R,Report taken,[100]-[200] S 3RD ST ,San Jose,CA
20230612020831PD,9586207,6/12/2023 12:00:00 AM,P231630042,4,6/12/2023 12:00:00 AM,6/12/2023 12:00:00 AM,00:58:31,415,DISTURBANCE,CAN,Canceled,[5600]-[5700] STEVENS CREEK BL ,San Jose,CA
20230823164512PD,9680090,8/23/2023 12:00:00 AM,P232350620,2,8/23/2023 12:00:00 AM,8/23/2023 12:00:00 AM,16:20:36,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[1800]-[1900] CONSTITUTION CT ,San Jose,CA
20231201060936PS,9806230,12/1/2023 12:00:00 AM,P233350164,3,12/1/2023 12:00:00 AM,12/1/2023 12:00:00 AM,05:52:41,1033A,"ALARM, AUDIBLE",CAN,Canceled,[1000]-[1100] S WHITE RD ,San Jose,CA
20230321121417PD,9481320,3/21/2023 12:00:00 AM,P230800341,3,3/21/2023 12:00:00 AM,3/21/2023 12:00:00 AM,11:52:02,23103,RECKLESS DRIVING,N,No report required; dispatch record only,CHERRYVIEW LN & GELIA WY,San Jose,CA
20230119004935PS,9405281,1/19/2023 12:00:00 AM,P230190006,6,1/19/2023 12:00:00 AM,1/19/2023 12:00:00 AM,00:13:48,1195,VEHICLE STOP,N,No report required; dispatch record only,,San Jose,CA
20230926133108PD,9723612,9/26/2023 12:00:00 AM,P232690445,5,9/26/2023 12:00:00 AM,9/26/2023 12:00:00 AM,12:50:44,4000A,EXPIRED REGISTRATION,O,Supplemental report taken,[600]-[700] WALNUT ST ,San Jose,CA
20230726145124PD,9643767,7/26/2023 12:00:00 AM,P232070523,2,7/26/2023 12:00:00 AM,7/26/2023 12:00:00 AM,14:14:06,WELCKEMS,WELFARE CHECK (COMBINED EVENT),T,Turned over To (TOT),[4500]-[4600] MERIDIAN AV ,San Jose,CA
20231223020000PS,9834393,12/23/2023 12:00:00 AM,P233570027,4,12/23/2023 12:00:00 AM,12/23/2023 12:00:00 AM,00:21:39,415M,"DISTURBANCE, MUSIC",CAN,Canceled,[300]-[400] N 8TH ST ,San Jose,CA
20230913092635PD,9706935,9/13/2023 12:00:00 AM,P232560204,2,9/13/2023 12:00:00 AM,9/13/2023 12:00:00 AM,08:48:19,415,DISTURBANCE,CAN,Canceled,[1000]-[1100] CYNTHIA LN ,San Jose,CA
20230721234517PD,9637735,7/21/2023 12:00:00 AM,P232021029,3,7/21/2023 12:00:00 AM,7/21/2023 12:00:00 AM,23:07:05,WELCK,WELFARE CHECK,CAN,Canceled,[1300]-[1400] KARL ST ,San Jose,CA
20230120005254PS,9406555,1/20/2023 12:00:00 AM,P230200025,5,1/20/2023 12:00:00 AM,1/20/2023 12:00:00 AM,00:46:29,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,CASSELINO DR & ST FLORIAN WY,San Jose,CA
20231113221917PS,9785088,11/13/2023 12:00:00 AM,P233170899,2,11/13/2023 12:00:00 AM,11/13/2023 12:00:00 AM,22:02:16,WELCKEMS,WELFARE CHECK (COMBINED EVENT),N,No report required; dispatch record only,[1800]-[1800] EVANS LN ,San Jose,CA
20230129063019PS,9418170,1/29/2023 12:00:00 AM,P230290155,4,1/29/2023 12:00:00 AM,1/29/2023 12:00:00 AM,03:14:50,415M,"DISTURBANCE, MUSIC",N,No report required; dispatch record only,[3100]-[3200] DUNWICH CT ,San Jose,CA
20230808092614PD,9660304,8/8/2023 12:00:00 AM,P232200158,4,8/8/2023 12:00:00 AM,8/8/2023 12:00:00 AM,07:04:49,22500,PARKING VIOLATION,R,Report taken,[800]-[900] S 10TH ST ,San Jose,CA
20231230164153PS,9843015,12/30/2023 12:00:00 AM,P233640493,5,12/30/2023 12:00:00 AM,12/30/2023 12:00:00 AM,16:36:10,1154,SUSPICIOUS VEHICLE,N,No report required; dispatch record only,SNELL AV & W CAPITOL EX,San Jose,CA
20231024001319PD,9758813,10/23/2023 12:00:00 AM,P232960997,3,10/23/2023 12:00:00 AM,10/23/2023 12:00:00 AM,22:58:50,415F,"DISTURBANCE, FAMILY",N,No report required; dispatch record only,[1200]-[1300] SHORTRIDGE AV ,San Jose,CA
20230411140650PD,9507925,4/11/2023 12:00:00 AM,P231010431,2,4/11/2023 12:00:00 AM,4/11/2023 12:00:00 AM,12:54:17,WELCKEMS,WELFARE CHECK (COMBINED EVENT),GD,No Disposition,[600]-[700] ARDIS AV ,San Jose,CA
20230430162607PD,9531497,4/30/2023 12:00:00 AM,P231200485,3,4/30/2023 12:00:00 AM,4/30/2023 12:00:00 AM,14:15:18,484,THEFT,C,Criminal Citation,[1600]-[1600] SARATOGA AV ,San Jose,CA
20230325135542PD,9486311,3/25/2023 12:00:00 AM,P230840322,5,3/25/2023 12:00:00 AM,3/25/2023 12:00:00 AM,12:05:42,SUSCIR,SUSPICIOUS CIRCUMSTANCES,N,No report required; dispatch record only,[1700]-[1800] BEVIN BROOK DR ,San Jose,CA
20230823100835PD,9679606,8/23/2023 12:00:00 AM,P232350255,3,8/23/2023 12:00:00 AM,8/23/2023 12:00:00 AM,09:39:13,1125,TRAFFIC HAZARD,G,Gone on Arrival/unable to locate,BRANHAM LN & ALMADEN EX,San Jose,CA
20230201174023PS,9422662,2/1/2023 12:00:00 AM,P230320692,6,2/1/2023 12:00:00 AM,2/1/2023 12:00:00 AM,17:38:05,1095,PEDESTRIAN STOP,N,No report required; dispatch record only,DELMAS AV & W SAN FERNANDO ST,San Jose,CA
20230415193735PD,9513186,4/15/2023 12:00:00 AM,P231050750,3,4/15/2023 12:00:00 AM,4/15/2023 12:00:00 AM,19:28:42,WELCK,WELFARE CHECK,N,No report required; dispatch record only,[5300]-[5400] GATEWOOD LN ,San Jose,CA
20231003070357PD,9732018,10/3/2023 12:00:00 AM,P232760157,2,10/3/2023 12:00:00 AM,10/3/2023 12:00:00 AM,06:37:58,415,DISTURBANCE,N,No report required; dispatch record only,[2000]-[2100] AIRPORT BL ,San Jose,CA
